id,name,slot,min_level,picture,category,hp,mp,attack_min,attack_max,magic_min,magic_max,tao_min,tao_max,defense_min,defense_max,magic_defense_min,magic_defense_max,required_job,required_rebirth,weight,sell_price,stack_limit,description
689,周年庆号角,-1,1,1665,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,<品3>号角公式：<br><品1>号角*1+1#=黄金宝箱*10<br><品1>号角*2+2#=秘境重置卷*1<br><品1>号角*2+3#=幻境重置卷*1<br><品1>号角*1+4#=项链祝福油*1<br><品1>号角*10+12#=升级丹*1<br><品1>号角*100+13#=镜子*1
690,周年庆福字,-1,1,1668,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,421|1|1|5/320|1|1|20/478|1|1|5/508|1|1|5/509|1|1|10/570|1|1|30/488|1|1|100/558|1|1|100/
691,纪念勋章2号,-1,10,1669,装备,0,0,10,150,10,150,10,150,0,0,0,0,-1,0,1,100000,1,-
692,黄金钥匙,-1,1,1228,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,开启每日的黄金宝箱
693,升级丹,-1,500,2732,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,1,10000,9999999,可以增加100%的当前经验<br><黄>等级限制：500级
694,黄金宝箱,-1,1,1193,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,使用后增加1个黄金宝箱
695,项链祝福油,-1,1,2608,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,可以增加项链的幸运值<br><品1>幸运0->1：30%成功率<br><品1>幸运1->2：10%成功率<br><品1>幸运2->3：5%成功率<br><黄>失败不会降低幸运值
696,七夕礼包,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,488|3/571|3000/319|1500/570|30/
697,镜子,-1,1,2657,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,复制一件指定的装备
698,天书,11,1,2658,装备,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,1,-
699,冲级礼包,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,488|10/571|15000/319|1000/570|50/
700,QQ群勋章,-1,10,1764,装备,0,0,5,15,5,15,5,15,0,0,0,0,-1,0,1,100000,1,<紫>加入QQ群领取<br>
701,渡劫护身符,-1,1,2612,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,<紫>庇护渡劫之身
702,小巅峰矿礼包,-1,1,2652,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,498|10000/
703,大巅峰矿礼包,-1,1,2652,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,498|50000/
704,2018新春纪念勋章,-1,10,2736,装备,0,0,10,180,10,180,10,180,0,0,0,0,-1,0,1,100000,1,-
705,纪念勋章3号,-1,10,2754,装备,0,0,10,150,10,150,10,150,0,0,0,0,-1,0,1,100000,1,-
706,永久区纪念勋章,-1,50,2737,装备,0,0,10,200,10,200,10,200,0,0,0,0,-1,0,1,100000,1,-
707,渡劫证明(六),-1,1,1721,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
708,渡劫证明(七),-1,1,1724,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
709,渡劫证明(八),-1,1,1722,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
710,渡劫证明(九),-1,1,1723,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
711,渡劫证明(十),-1,1,1725,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
712,世界BOSS内丹,-1,1,1587,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,击杀世界BOSS后获得内丹<br><黄>可合成高阶渡劫证明
713,纪念勋章4号,-1,50,1415,装备,0,0,50,250,50,250,50,250,0,0,0,0,-1,0,1,100000,1,-
714,纪念勋章5号,-1,50,1415,装备,0,0,50,300,50,300,50,300,0,0,0,0,-1,0,1,100000,1,-
715,纪念勋章6号,-1,50,1415,装备,0,0,50,350,50,350,50,350,0,0,0,0,-1,0,1,100000,1,-
716,纪念勋章7号,-1,50,1415,装备,0,0,50,400,50,400,50,400,0,0,0,0,-1,0,1,100000,1,-
717,纪念勋章8号,-1,50,1415,装备,0,0,50,450,50,450,50,450,0,0,0,0,-1,0,1,100000,1,-
718,纪念勋章9号,-1,50,1415,装备,0,0,50,500,50,500,50,500,0,0,0,0,-1,0,1,100000,1,-
719,纪念勋章10号,-1,50,1415,装备,0,0,50,510,50,510,50,510,0,0,0,0,-1,0,1,100000,1,-
720,纪念勋章11号,-1,50,1415,装备,0,0,50,520,50,520,50,520,0,0,0,0,-1,0,1,100000,1,-
721,纪念勋章12号,-1,50,1415,装备,0,0,50,530,50,530,50,530,0,0,0,0,-1,0,1,100000,1,-
722,纪念勋章13号,-1,50,1415,装备,0,0,50,540,50,540,50,540,0,0,0,0,-1,0,1,100000,1,-
723,纪念勋章14号,-1,50,1415,装备,0,0,50,550,50,550,50,550,0,0,0,0,-1,0,1,100000,1,-
724,纪念勋章15号,-1,50,1415,装备,0,0,50,560,50,560,50,560,0,0,0,0,-1,0,1,100000,1,-
725,纪念勋章16号,-1,50,1415,装备,0,0,50,570,50,570,50,570,0,0,0,0,-1,0,1,100000,1,-
726,纪念勋章17号,-1,50,1415,装备,0,0,50,580,50,580,50,580,0,0,0,0,-1,0,1,100000,1,-
727,纪念勋章18号,-1,50,1415,装备,0,0,50,590,50,590,50,590,0,0,0,0,-1,0,1,100000,1,-
728,纪念勋章19号,-1,50,1415,装备,0,0,50,600,50,600,50,600,0,0,0,0,-1,0,1,100000,1,-
729,纪念勋章20号,-1,50,1415,装备,0,0,50,610,50,610,50,610,0,0,0,0,-1,0,1,100000,1,-
730,技能突破内丹,-1,1,23,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,技能突破必需品<br>每次突破需10个
731,藏宝图,-1,1,1141,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,一张记着藏宝地点的地图。
732,高级藏宝图,-1,1,1141,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,一张记着藏宝地点的地图。
